"Submission.ID","Common.Name","Scientific.Name","Taxonomic.Order","Count","State.Province","County","Location","Latitude","Longitude","Date","Time","Protocol","Duration..Min.","All.Obs.Reported","Distance.Traveled..km.","Area.Covered..ha.","Number.of.Observers","Breeding.Code","Species.Comments","Checklist.Comments","Type.1","Grid.no","AM.PM","Segment","Habitat","Sal","Mix","Grass","Range","Species.category","valid"
"S35387476","Common Rosefinch","Carpodacus erythrinus",30886,3,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-18-2017","09:13 AM","eBird - Traveling Count",55,1,4,NA,6,"","Poor photograph for idea of Speci.","After completing F11 Transact Birding.....on the way    Name Of Range : SUPKHAR  Name of Grid : 07 / F11   FG : JOKPANI  PLACE : JAITPURI ( ACCOMADATION / 2, VEHICLE / BULERO 09)  PERSONS : (1)LAKSHMIKANT RAJARAM NEVE, (2)Prabhakar.S.JOSHI,(3)JITESH PANDE  (4)BAUDH SHRAVAN KULIHA(FOREST GUARD),(5)HARLAL(CAMP LABOUR),(6)DAYAL(CAMP LABOUR)      Continous Updation in process ref to Audio Calls & photographs.  Most of the photographs shoot by our Mr.Jitesh Pande","General","","AM",NA,"",NA,NA,NA,NA,"species",1
"S35323584","Common Rosefinch","Carpodacus erythrinus",30886,15,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-18-2017","10:45 AM","eBird - Stationary Count",30,1,NA,NA,4,"","","22 12 58.152  80 34 36.942  524alt.  All birds on Mahua tree","Water","","AM",NA,"",NA,NA,NA,NA,"species",1
"S35387475","Common Rosefinch","Carpodacus erythrinus",30886,2,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-18-2017","03:59 PM","eBird - Traveling Count",15,1,0.2,NA,6,"","","22131777    80554080  N 22°13°17.77'    E 80°55°40.80'   Name Of Range : SUPKHAR  Name of Grid : 07 / F11   FG : JOKPANI  PLACE : JAITPURI ( ACCOMADATION / 2, VEHICLE / BULERO 09)  PERSONS : (1)LAKSHMIKANT RAJARAM NEVE, (2)Prabhakar.S.JOSHI,(3)JITESH PANDE  (4)BAUDH SHRAVAN KULIHA(FOREST GUARD),(5)HARLAL(CAMP LABOUR),(6)DAYAL(CAMP LABOUR)  Fourth Lap of 200M....15.59 To 16.22 &#61; 23MIN  Continous Updation in process ref to Audio Calls & photographs.  Most of the photographs shoot by our Mr.Jitesh Pande","Transect","F11","PM",4,"Mix 1.0",0,1,0,"Supkhar","species",1
"S35323609","Common Rosefinch","Carpodacus erythrinus",30886,2,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-18-2017","04:00 PM","eBird - Traveling Count",20,1,0.2,NA,4,"","","22 13 3.46  80 35 19.6 alt 570meter","Transect","F4","PM",4,"Sal 0.8, Mix 0.2",0.8,0.2,0,"Mukki","species",1
"S35323622","Common Rosefinch","Carpodacus erythrinus",30886,11,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-18-2017","04:30 PM","eBird - Traveling Count",20,1,0.5,NA,4,"","","22 13 11.88  80 35 9.43  Alt 580meter","Transect","F4","PM",6,"Sal 0.7, Mix 0.3",0.7,0.3,0,"Mukki","species",1
"S35508329","Common Rosefinch","Carpodacus erythrinus",30886,6,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","06:24 AM","eBird - Traveling Count",25,1,0.2,NA,4,"","","Sal forest patch while walking to start of the transect  22.15 07.7  080.40.32.5","General","","AM",NA,"",NA,NA,NA,NA,"species",1
"S35323619","Common Rosefinch","Carpodacus erythrinus",30886,6,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","06:42 AM","eBird - Traveling Count",12,1,0.2,NA,6,"","","H7  Segment-02  22.11909, 80.74424  Mixed-100%","Transect","H7","AM",2,"Mix 1.0",0,1,0,"Mukki","species",1
"S35323652","Common Rosefinch","Carpodacus erythrinus",30886,4,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","06:45 AM","eBird - Traveling Count",12,1,0.2,NA,4,"","","22 13 37.67  80 38 47.63  Alt.852meters  Hilly terrain  Miscellaneous","Transect","F5","AM",1,"Mix 1.0",0,1,0,"Kanha","species",1
"S35323623","Common Rosefinch","Carpodacus erythrinus",30886,10,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","06:56 AM","eBird - Traveling Count",15,1,0.2,NA,6,"","","H7  Segment-03  22.120235, 80.742770  Mixed-100%","Transect","H7","AM",3,"Mix 1.0",0,1,0,"Mukki","species",1
"S35323627","Common Rosefinch","Carpodacus erythrinus",30886,6,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","07:12 AM","eBird - Traveling Count",13,1,0.2,NA,6,"","","H7  Segment-04  22.121599, 80.741499  Mixed-100%","Transect","H7","AM",4,"Mix 1.0",0,1,0,"Mukki","species",1
"S35344462","Common Rosefinch","Carpodacus erythrinus",30886,2,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","07:25 AM","eBird - Traveling Count",10,1,0.2,NA,4,"","","22 13 51.3  80 38 47.93  Alt 860 meter  Hilly terrain miscellaneous","Transect","F5","AM",3,"Mix 1.0",0,1,0,"Kanha","species",1
"S35323657","Common Rosefinch","Carpodacus erythrinus",30886,2,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","07:35 AM","eBird - Traveling Count",15,1,0.2,NA,4,"","","22 13 57.31  80 38 47.61  Alt 833 meter  Hilly terrain mixed","Transect","F5","AM",4,"Mix 1.0",0,1,0,"Kanha","species",1
"S35323693","Common Rosefinch","Carpodacus erythrinus",30886,2,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","08:40 AM","eBird - Traveling Count",35,1,0.2,NA,4,"","","22 14 21.30  80 38 46.46  Alt.757meter  Hilly terrain mixed","Transect","F5","AM",8,"Mix 1.0",0,1,0,"Kanha","species",1
"S35344909","Common Rosefinch","Carpodacus erythrinus",30886,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","02:56 PM","eBird - Casual Observation",NA,0,NA,NA,4,"","Male in full breeding plumage","To sonf afternoon","General","","PM",NA,"",NA,NA,NA,NA,"species",1
"S35323721","Common Rosefinch","Carpodacus erythrinus",30886,7,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","03:50 PM","eBird - Traveling Count",110,1,2,NA,4,"","","22  15 20.95  80 37 20.67  22 16 25.3  Alt 680 meter  80 37 22.7  Alt 601meter","General","","PM",NA,"",NA,NA,NA,NA,"species",1
"S35323670","Common Rosefinch","Carpodacus erythrinus",30886,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","04:00 PM","eBird - Traveling Count",12,1,0.2,NA,5,"","","H7  Segment-02  22.11909, 80.74424  Mixed-100%","Transect","H7","PM",2,"Mix 1.0",0,1,0,"Mukki","species",1
"S35323687","Common Rosefinch","Carpodacus erythrinus",30886,8,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","04:24 PM","eBird - Traveling Count",14,1,0.2,NA,5,"","","H7  Segment-04  22.121599, 80.741499  Mixed-100%","Transect","H7","PM",4,"Mix 1.0",0,1,0,"Mukki","species",1
"S35531443","Common Rosefinch","Carpodacus erythrinus",30886,7,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-20-2017","06:30 AM","eBird - Traveling Count",180,1,4,NA,6,"","","While doing Safari in the Kanha range, sunny day<br />Submitted from eBird Android 1.0.2","General","","AM",NA,"",NA,NA,NA,NA,"species",1
"S35508307","Scarlet Finch","Haematospiza sipahi",30943,3,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-18-2017","04:54 PM","eBird - Traveling Count",15,1,0.2,NA,6,"","YELLOW BEAK FINCH SEEN BY ALL OUR TEAM MEMBERS.SEEN AT TOP OF TREE.REF TO   GUIDE IT IS HIMALIYAN & THATS WHY SEEN VERY CAREFULLY.AND COME TO FINAL CONCLUSION AS SCARLET FINCH.PHOTOGRAPS ALSO NOT POSSIBLE AS ITS AFTERNOON SURVEY IN DEEP FOREST LAND.","22130618N   80555783E  N 22°13°06.18'    E 80°55°57.83'   Name Of Range : SUPKHAR  Name of Grid : 07 / F11   FG : JOKPANI  PLACE : JAITPURI ( ACCOMADATION / 2, VEHICLE / BULERO 09)  PERSONS : (1)LAKSHMIKANT RAJARAM NEVE, (2)Prabhakar.S.JOSHI,(3)JITESH PANDE  (4)BAUDH SHRAVAN KULIHA(FOREST GUARD),(5)HARLAL(CAMP LABOUR),(6)DAYAL(CAMP LABOUR)  Eight Lap of 200M....16.54 To 17.14 &#61; 20 MIN    Call of Barking dear at 1710 Hrs.nearby Lap  Continous Updation in process ref to Audio Calls & photographs.  Most of the photographs shoot by our Mr.Jitesh Pande","Transect","F11","PM",8,"Mix 1.0",0,1,0,"Supkhar","species",0
"S35323368","House Sparrow","Passer domesticus",31345,3,"IN-MP","Balaghat","IN-Madhya Pradesh-SH26 - 22.2308x80.7902 - 20-Mar-2017, 6:08 AM",22.230785,80.790162,"03-20-2017","06:07 AM","eBird - Stationary Count",5,1,NA,NA,3,"","","","General","","AM",NA,"",NA,NA,NA,NA,"species",1
"S35346181","House Sparrow","Passer domesticus",31345,12,"IN-MP","Balaghat","Kanha_IN-Madhya Pradesh-Jaitpuri-Unnamed Road - 22.247x80.869",22.2469874,80.8688234,"03-20-2017","05:55 AM","eBird - Stationary Count",30,1,NA,NA,1,"","","","General","","AM",NA,"",NA,NA,NA,NA,"species",1
"S35340729","House Sparrow","Passer domesticus",31345,4,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","06:43 AM","eBird - Traveling Count",15,1,0.2,NA,3,"","","","Transect","F10","AM",2,"Mix 1.0",0,1,0,"Supkhar","species",1
"S35363369","House Sparrow","Passer domesticus",31345,2,"IN-MP","Mandla","Phen Wildlife Sanctuary",22.3806111,81.0368333,"03-18-2017","06:24 AM","eBird - Traveling Count",10,1,0.2,NA,2,"","","Phen Sanctuary  Team Bamanimatta  Ravi Dhongle  Dharmendra Pare","Transect","C12","AM",2,"Mix 1.0",0,1,0,"Phen","species",1
"S35365182","Chestnut-shouldered Petronia (Yellow-throated Sparrow)","Petronia xanthocollis",31420,2,"IN-MP","Balaghat","Grid H9 Transect,Segment 5, Jholar Range,Kanha Tiger Reserve",22.12613,80.83765,"03-18-2017","08:06 AM","eBird - Traveling Count",24,1,0.2,NA,6,"","","Grid - H9, Segment 5, clear and sunny, travelling towards north, mixed deciduous forest, canopy cover is 50%","Transect","H9","AM",5,"Mix 1.0",0,1,0,"Bhaisanghat","species",1
"S35365172","Chestnut-shouldered Petronia (Yellow-throated Sparrow)","Petronia xanthocollis",31420,2,"IN-MP","Balaghat","H10 Grid Transect, Segment 4, Sukhdi Range, Kanha Tiger Reserve",22.13756,80.90007,"03-19-2017","08:34 AM","eBird - Traveling Count",16,1,0.2,NA,5,"","Nesting","H10 grid, Sukhdi Range, Segment 4. Transect cuts through shrub jungle and part forest on the top of a small hillock","Transect","H10","AM",4,"",NA,NA,NA,"Bhaisanghat","species",1
"S35340894","Chestnut-shouldered Petronia (Yellow-throated Sparrow)","Petronia xanthocollis",31420,1,"IN-MP","Balaghat","IN - 22.169x80.831 - Mar 20, 2017 9:56 AM",22.1693433,80.8306983,"03-18-2017","07:10 AM","eBird - Traveling Count",15,1,0.2,NA,5,"","","G9 Advar segment 6","Transect","G9","AM",6,"",NA,NA,NA,"Bhaisanghat","species",1
"S35340892","Chestnut-shouldered Petronia (Yellow-throated Sparrow)","Petronia xanthocollis",31420,1,"IN-MP","Balaghat","IN - 22.171x80.832 - Mar 20, 2017 9:57 AM",22.1710983,80.83155,"03-18-2017","07:24 AM","eBird - Traveling Count",15,1,0.2,NA,5,"","","G9 Advar segment 7","Transect","G9","AM",7,"",NA,NA,NA,"Bhaisanghat","species",1
"S35323701","Chestnut-shouldered Petronia (Yellow-throated Sparrow)","Petronia xanthocollis",31420,1,"IN-MP","Balaghat","IN - 22.173x81.013 - 20-Mar-2017 9:22 AM",22.1731583,81.0133567,"03-19-2017","07:37 AM","eBird - Stationary Count",15,1,NA,NA,4,"","","Kanha Bird Survey-2017","Transect","G12","AM",5,"Mix 1.0",0,1,0,"Supkhar","species",1
"S35323708","Chestnut-shouldered Petronia (Yellow-throated Sparrow)","Petronia xanthocollis",31420,1,"IN-MP","Balaghat","IN - 22.174x81.017 - 20-Mar-2017 9:23 AM",22.1744183,81.0170467,"03-19-2017","08:27 AM","eBird - Stationary Count",15,1,NA,NA,4,"","","Kanha Bird Survey-2017","Transect","G12","AM",7,"Mix 1.0",0,1,0,"Supkhar","species",1
"S35323711","Chestnut-shouldered Petronia (Yellow-throated Sparrow)","Petronia xanthocollis",31420,1,"IN-MP","Balaghat","IN - 22.175x81.019 - 20-Mar-2017 9:23 AM",22.174805,81.0187033,"03-19-2017","08:44 AM","eBird - Stationary Count",15,1,NA,NA,4,"","","Kanha Bird Survey-2017","Transect","G12","AM",8,"Mix 1.0",0,1,0,"Supkhar","species",1
"S35340889","Chestnut-shouldered Petronia (Yellow-throated Sparrow)","Petronia xanthocollis",31420,1,"IN-MP","Balaghat","IN - 22.176x80.832 - Mar 20, 2017 10:03 AM",22.1763917,80.8316533,"03-18-2017","07:57 AM","eBird - Traveling Count",15,1,0.2,NA,5,"","","G9 Advar segment 10","Transect","G9","AM",10,"",NA,NA,NA,"Bhaisanghat","species",1
"S35408019","Chestnut-shouldered Petronia (Yellow-throated Sparrow)","Petronia xanthocollis",31420,1,"IN-MP","Balaghat","Kanha_IN-Madhya Pradesh-Unnamed Road - 22.214x80.904 - Mar 19, 2017 11:12 PM",22.214136,80.9038059,"03-19-2017","11:14 AM","eBird - Stationary Count",35,1,NA,NA,3,"","","PHOTOGRAPHS BY JITESH PANDE","General","","AM",NA,"",NA,NA,NA,NA,"species",1
"S35306232","Chestnut-shouldered Petronia (Yellow-throated Sparrow)","Petronia xanthocollis",31420,1,"IN-MP","Mandla","IN-Madhya Pradesh-Kanha National Park - 22.3066x80.5215 - 18-Mar-2017, 6:40 PM",22.306559,80.521495,"03-18-2017","07:15 AM","eBird - Traveling Count",40,1,0.2,NA,5,"","","End   Lat: 22.336718  Long: 80.75937    Habitat type: Thick bamboo forest and fruiting trees    Quite a few birds were observed on these fruiting trees     C5 - segment2","Transect","C5","AM",2,"Mix 1.0",0,1,0,"Sarhi","species",1
"S35306250","Chestnut-shouldered Petronia (Yellow-throated Sparrow)","Petronia xanthocollis",31420,1,"IN-MP","Mandla","IN-Madhya Pradesh-Kanha National Park - 22.3066x80.5215 - 18-Mar-2017, 6:40 PM",22.306559,80.521495,"03-18-2017","09:37 AM","eBird - Traveling Count",15,1,0.2,NA,5,"","","End  Lat: 22.3259  Long: 80.65999    Habitat type: Dry, deciduous forest with bamboo     C5 - segment10","Transect","C5","AM",10,"Mix 1.0",0,1,0,"Sarhi","species",1
"S35323558","Chestnut-shouldered Petronia (Yellow-throated Sparrow)","Petronia xanthocollis",31420,4,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-18-2017","06:29 AM","eBird - Traveling Count",22,1,0.2,NA,4,"","","Grid G6  TR-01, Segment-02  22.1640079, 80.67710  Meadow-90% Sal-10%","Transect","G6","AM",2,"Sal 0.1, Grass 0.9",0.1,0,0.9,"Mukki","species",1
"S35508353","Chestnut-shouldered Petronia (Yellow-throated Sparrow)","Petronia xanthocollis",31420,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-18-2017","06:35 AM","eBird - Traveling Count",15,1,0.2,NA,5,"","","Segment 1 of transect mundidadar in grid E6  Start point 22.287876 80.678989   Open grassland","Transect","E6","AM",1,"Grass 1.0",0,0,1,"Kanha","species",1
"S35365583","Chestnut-shouldered Petronia (Yellow-throated Sparrow)","Petronia xanthocollis",31420,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-18-2017","06:40 AM","eBird - Traveling Count",15,1,0.21,NA,6,"","","C3, Sonda transect, seg 1. 100% mixed forest.  22.35761 80.552468 to  End latlong unknown.","Transect","C3","AM",1,"Mix 1.0",0,1,0,"Kisli","species",1
"S35323540","Chestnut-shouldered Petronia (Yellow-throated Sparrow)","Petronia xanthocollis",31420,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-18-2017","06:45 AM","eBird - Traveling Count",30,0,0.2,NA,4,"","","22 13 29.54  80 34 48.68    Alt 668metres              Alt  Hilly terrain Sal20%and miscellaneous","Transect","F4","AM",1,"Sal 0.2, Mix 0.8",0.2,0.8,0,"Mukki","species",1
"S35508352","Chestnut-shouldered Petronia (Yellow-throated Sparrow)","Petronia xanthocollis",31420,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-18-2017","06:50 AM","eBird - Traveling Count",15,1,0.2,NA,5,"","","Segment 2 of transect mundidadar  in grid E6  400m point 22.290678   80.676652  Open grassland leading to Bamboo grove","Transect","E6","AM",2,"Mix 1.0",0,1,0,"Kanha","species",1
"S35365582","Chestnut-shouldered Petronia (Yellow-throated Sparrow)","Petronia xanthocollis",31420,2,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-18-2017","06:57 AM","eBird - Traveling Count",20,1,0.2,NA,6,"","","C3, Sondar transect, seg 2. 100% mixed  Start latlong known.  End 22.358214.  80.556344","Transect","C3","AM",2,"Mix 1.0",0,1,0,"Kisli","species",1
"S35323560","Chestnut-shouldered Petronia (Yellow-throated Sparrow)","Petronia xanthocollis",31420,2,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-18-2017","07:05 AM","eBird - Traveling Count",21,1,0.2,NA,4,"","","Grid G6  TR-01, Segment-04  22.16819, 80.67781  Sal-30% Meadow-70%","Transect","G6","AM",4,"Sal 0.3, Grass 0.7",0.3,0,0.7,"Mukki","species",1
"S35365978","Chestnut-shouldered Petronia (Yellow-throated Sparrow)","Petronia xanthocollis",31420,4,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-18-2017","07:19 AM","eBird - Traveling Count",12,1,0.2,NA,6,"","","C3, Sondar transect, seg 3. 100% Mixed deciduous. 560m altitude  Start: 22.358214, 80.556344","Transect","C3","AM",3,"Mix 1.0",0,1,0,"Kisli","species",1
"S35365977","Chestnut-shouldered Petronia (Yellow-throated Sparrow)","Petronia xanthocollis",31420,5,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-18-2017","07:32 AM","eBird - Traveling Count",9,1,0.2,NA,6,"","","C3, Sondar transect, Seg 4. 100% Mixed forest. 541m altitude  Start: 22.359109, 80.558569","Transect","C3","AM",4,"Mix 1.0",0,1,0,"Kisli","species",1
"S35365976","Chestnut-shouldered Petronia (Yellow-throated Sparrow)","Petronia xanthocollis",31420,6,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-18-2017","07:41 AM","eBird - Traveling Count",11,1,0.2,NA,6,"","","C3, Sondar transect, seg 5, 100% mixed deciduous.  Start: 22.359918, 80.559779","Transect","C3","AM",5,"Mix 1.0",0,1,0,"Kisli","species",1
"S35323541","Chestnut-shouldered Petronia (Yellow-throated Sparrow)","Petronia xanthocollis",31420,5,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-18-2017","07:45 AM","eBird - Traveling Count",30,1,0.2,NA,4,"","","F4  22 13 20.94  80 34 59.51  Alt625metres  Hilly terrain  Sal20% miscellaneous 80","Transect","F4","AM",2,"Sal 0.2, Mix 0.8",0.2,0.8,0,"Mukki","species",1
"S35323563","Chestnut-shouldered Petronia (Yellow-throated Sparrow)","Petronia xanthocollis",31420,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-18-2017","07:57 AM","eBird - Traveling Count",13,1,0.2,NA,5,"","","Grid G6  TR-01, Segment-07  22.17371, 80.67885  Sal-100%","Transect","G6","AM",7,"Sal 1.0",1,0,0,"Mukki","species",1
"S35365975","Chestnut-shouldered Petronia (Yellow-throated Sparrow)","Petronia xanthocollis",31420,7,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-18-2017","07:57 AM","eBird - Traveling Count",12,1,0.2,NA,6,"","","C3, Sondar transect, seg 6. 100% Mixed deciduous.  Start: 22.359998, 80.561367","Transect","C3","AM",6,"Mix 1.0",0,1,0,"Kisli","species",1
"S35407962","Chestnut-shouldered Petronia (Yellow-throated Sparrow)","Petronia xanthocollis",31420,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-18-2017","08:00 AM","eBird - Traveling Count",16,1,0.2,NA,6,"","","Team Baza  Location E5 Kanhari b6 - 22.3376080.59565  Mixed deciduous. Langur, tiger scratch on jamun tree n scrap marks on ground.","Transect","E5","AM",6,"Mix 1.0",0,1,0,"Kanha","species",1
"S35365974","Chestnut-shouldered Petronia (Yellow-throated Sparrow)","Petronia xanthocollis",31420,8,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-18-2017","08:12 AM","eBird - Traveling Count",10,1,0.2,NA,6,"","","C3, Sondar transect, seg 7. 100% Mixed deciduous. 590m altitude  Start: 22.360903, 80.563578","Transect","C3","AM",7,"Mix 1.0",0,1,0,"Kisli","species",1
"S35323461","Chestnut-shouldered Petronia (Yellow-throated Sparrow)","Petronia xanthocollis",31420,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-18-2017","08:13 AM","eBird - Traveling Count",10,1,0.2,NA,5,"","","22.28601/80.56898 Transect--point 800 meters","Transect","E4","AM",5,"Sal 1.0",1,0,0,"Kisli","species",1
"S35365972","Chestnut-shouldered Petronia (Yellow-throated Sparrow)","Petronia xanthocollis",31420,9,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-18-2017","08:23 AM","eBird - Traveling Count",17,1,0.2,NA,6,"","","C3, Sondar transect, seg 8. 100% Mixed forest. 629m altitude  Start: 22.361311, 80.564595","Transect","C3","AM",8,"Mix 1.0",0,1,0,"Kisli","species",1
"S35365971","Chestnut-shouldered Petronia (Yellow-throated Sparrow)","Petronia xanthocollis",31420,9,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-18-2017","08:41 AM","eBird - Traveling Count",14,1,0.2,NA,6,"","","C3, Sondar transect, seg 9. 100% Mixed forest. 576m altitude  Start: 22.362117, 80.567024","Transect","C3","AM",9,"Mix 1.0",0,1,0,"Kisli","species",1
"S35365970","Chestnut-shouldered Petronia (Yellow-throated Sparrow)","Petronia xanthocollis",31420,7,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-18-2017","08:57 AM","eBird - Traveling Count",12,1,0.2,NA,6,"","","C3, Sondar transect, seg 10. 100% Mixed forest  Start: 22.362728, 80.568629","Transect","C3","AM",10,"Mix 1.0",0,1,0,"Kisli","species",1
"S35366210","Chestnut-shouldered Petronia (Yellow-throated Sparrow)","Petronia xanthocollis",31420,2,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-18-2017","09:13 AM","eBird - Traveling Count",18,1,0.3,NA,6,"","","Walking back from end of transect to road.","General","","AM",NA,"",NA,NA,NA,NA,"species",1
"S35323584","Chestnut-shouldered Petronia (Yellow-throated Sparrow)","Petronia xanthocollis",31420,2,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-18-2017","10:45 AM","eBird - Stationary Count",30,1,NA,NA,4,"","","22 12 58.152  80 34 36.942  524alt.  All birds on Mahua tree","Water","","AM",NA,"",NA,NA,NA,NA,"species",1
"S35323576","Chestnut-shouldered Petronia (Yellow-throated Sparrow)","Petronia xanthocollis",31420,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-18-2017","03:26 PM","eBird - Traveling Count",15,1,0.2,NA,6,"","","Grid G6  TR-01, Segment-02  22.1640079, 80.67710  Meadow-90% Sal-10%","Transect","G6","PM",2,"Sal 0.1, Grass 0.9",0.1,0,0.9,"Mukki","species",1
"S35366204","Chestnut-shouldered Petronia (Yellow-throated Sparrow)","Petronia xanthocollis",31420,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-18-2017","03:51 PM","eBird - Traveling Count",20,1,0.2,NA,6,"","","C3, Sondar transect, seg 2. 100% mixed. 544m altitude  Start 22.35778, 80.55395  End 22.358214. 80.556344","Transect","C3","PM",2,"Mix 1.0",0,1,0,"Kisli","species",1
"S35366201","Chestnut-shouldered Petronia (Yellow-throated Sparrow)","Petronia xanthocollis",31420,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-18-2017","04:30 PM","eBird - Traveling Count",10,1,0.2,NA,6,"","","C3, Sondar transect, seg 5, 100% mixed deciduous.  Start: 22.359918, 80.559779","Transect","C3","PM",5,"Mix 1.0",0,1,0,"Kisli","species",1
"S35407973","Chestnut-shouldered Petronia (Yellow-throated Sparrow)","Petronia xanthocollis",31420,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-18-2017","04:45 PM","eBird - Traveling Count",16,1,0.2,NA,5,"","","Team Baza  Location E5 Kanhari b5 - 22.2821080.28363","Transect","E5","PM",5,"Grass 0.5, Mix 0.5",0,0.5,0.5,"Kanha","species",1
"S35323615","Chestnut-shouldered Petronia (Yellow-throated Sparrow)","Petronia xanthocollis",31420,4,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","06:23 AM","eBird - Traveling Count",18,1,0.2,NA,6,"","","H7  Segment-01  22.11772, 80.74558  Mixed-100%","Transect","H7","AM",1,"Mix 1.0",0,1,0,"Mukki","species",1
"S35340866","Chestnut-shouldered Petronia (Yellow-throated Sparrow)","Petronia xanthocollis",31420,2,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","06:28 AM","eBird - Traveling Count",15,1,0.2,NA,5,"","","G8 Advar segment 1","Transect","G8","AM",1,"",NA,NA,NA,"Bhaisanghat","species",1
"S35323619","Chestnut-shouldered Petronia (Yellow-throated Sparrow)","Petronia xanthocollis",31420,8,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","06:42 AM","eBird - Traveling Count",12,1,0.2,NA,6,"","","H7  Segment-02  22.11909, 80.74424  Mixed-100%","Transect","H7","AM",2,"Mix 1.0",0,1,0,"Mukki","species",1
"S35364949","Chestnut-shouldered Petronia (Yellow-throated Sparrow)","Petronia xanthocollis",31420,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","06:45 AM","eBird - Traveling Count",20,1,3,NA,5,"CN Carrying Nesting Material","","Travelling from sukhdi camp to transect start point in H10 grid","General","","AM",NA,"",NA,NA,NA,NA,"species",1
"S35323652","Chestnut-shouldered Petronia (Yellow-throated Sparrow)","Petronia xanthocollis",31420,2,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","06:45 AM","eBird - Traveling Count",12,1,0.2,NA,4,"","","22 13 37.67  80 38 47.63  Alt.852meters  Hilly terrain  Miscellaneous","Transect","F5","AM",1,"Mix 1.0",0,1,0,"Kanha","species",1
